ENV_index,SOC_index,GOV_index,gdp_per_capita,inflation,fdi_inflows,R&D_expenditure,gdp_growth
-3.160364276779005,0.1604473426937425,1.934014923639713,45859.5162097045,4.45743514797223,3.57859921888914,1.57197999954224,3.9215029305806
-3.183351479300349,0.1419451688322669,1.7957152668715484,47486.2783216389,2.98157453936348,3.70306730541186,1.74653995037079,3.97958568067362
-2.7921707260924435,0.5663208091191336,1.7837910794489695,49902.0187022536,2.34325522482584,6.9807168533431,1.84801995754242,4.22428481359962
-2.6833808672758805,0.480088346300614,1.7530220196096729,51553.9685966991,3.55528773727026,4.08209296205438,2.17862010002136,2.75534610557227
-2.227346749848447,0.7186094968183951,1.806626860942866,53336.1012157008,4.35029854990048,4.2770159784301,2.39897990226746,3.58626695226046
-2.035968318088094,0.676126836634563,1.7667312958779458,53578.8125049759,2.91834002677376,3.0948394339821,2.37009000778198,2.21998026536549
-2.94520460240361,0.7674850239317955,1.801505570229585,54111.357240336,3.30385015608741,4.68881515477357,2.23445010185242,2.40708018291988
-2.0626350795978445,0.6736172957150416,1.7136841421680935,55728.0174035719,2.44988864142539,3.45392766613525,2.17708992958069,2.60219339436559
-2.153942680311722,0.6655117480001735,1.657731947259666,56739.0265346593,1.5083667216592,3.47020901785018,1.91902005672455,2.19016928695221
-2.201979425151951,0.6765026804089342,1.6109420240283323,57750.6482221688,1.94864740944521,3.63608951454837,1.87918996810913,2.27959179820343
-1.838085619864964,0.4005502655627764,1.6542875726582345,58924.733646242,1.6107678729038,2.78196787472132,1.82570004463196,2.17154505737176
-0.5748557873517965,0.4096950181609771,1.5623793064090878,59276.503107197,2.86391042204996,2.0246819461122,1.8550900220871,2.11116814768786
0.6915972061036691,-0.3126083981717623,-0.562641608802628,624.576885187665,-0.25808951753536,2.56255154786841,0.197190001606941,4.32684561452976
0.6492716717998216,-0.4808715522552649,-0.4636296536664075,669.276310328333,1.48299897161327,0.0182370342122821,0.613610029220581,6.20348941121868
0.6668630408633599,0.4960384961811964,-0.7230720963592928,717.021595096634,-3.23338933983324,1.0164787373679,0.174349993467331,5.88920497068135
0.6490492993514224,0.4258578367066338,-0.8052524337690985,713.8421779224,1.88470066518848,-0.557279533533573,0.251159995794296,2.01077262406221
0.8626494070972176,0.3276743955264242,-0.8438234009457047,745.472563435144,3.65326761825511,-0.405926078113797,0.251260012388229,6.94252492572348
-0.1804425940855952,-0.2823913031032201,-0.4913606417123106,2422.57579390006,3.34645420142013,2.43967814560444,0.157000005245209,3.35699957430565
0.419185284339773,-0.8180411853137194,0.2589828983213506,6817.784240857,7.04414105947266,5.03391680528314,1.04751002788544,4.38794944745618
0.3690401764082852,-1.5015892606898809,0.3792706013383781,6944.62337495755,8.45016437708332,3.25358061271527,1.0096800327301,3.05346185909312
0.3941046879072885,-1.5274173439640149,0.1978045112298473,6941.4404574508,14.7149197228147,1.81340052439304,0.999390006065369,1.14082899824888
0.3628758444818159,-1.3444126735626734,-0.0277233262971795,7258.78185165912,6.59718509985963,2.71353166307823,0.963429987430573,5.75996463670954
0.3792591079602433,-1.3832627748588082,-0.089841701213638,7409.56913232718,6.86953720898965,1.73389354602718,1.00246000289917,3.20213206130431
0.3965556984089591,-1.24962742924717,-0.0897214363874399,7622.04007133264,4.18356812896909,1.753125703626,0.988070011138916,3.96198871122617
0.4061397879357001,-0.789365924145386,-0.1059448379736795,8003.25413096047,3.64127299102653,3.19082601308524,1.08138000965118,6.06987060678338
0.3943200880759656,-0.6499215840021286,-0.032400283440713,8330.76459841304,5.67859390284167,2.99060946922903,1.12904000282288,5.09419544658736
0.4531414860536287,-0.6944842971572537,0.1961042754829471,8246.09706995094,4.88803479876799,1.88848224095724,1.11865997314453,-0.125812002161169
0.3591530920458969,-0.0764155524674234,0.1776623129480123,8792.63436120342,5.03872690108075,3.73001288350945,1.15991997718811,7.52822581815364
0.3584337166356621,-0.5265374378614077,0.1620285733503424,9067.99316348047,6.63644962213086,3.91518011405433,1.13966000080109,3.97442307944702
0.3065759435250165,-0.5101547051470222,0.1466131775947246,9167.49923929815,5.40349914037005,3.75496285641218,1.12683999538422,1.92117598576537
0.2573633409146516,-0.4757632840766415,-0.056469304148387,9366.73932434359,6.20431066640096,3.04150901624338,1.19567000865936,3.00482266944432
0.2104150831473107,-0.4027578017793254,-0.0953186048974147,9338.34278278114,6.32904015516141,3.57135266957477,1.26970994472504,0.503955740242247
0.2484740379440392,-0.4852788444182783,-0.2959938289554559,8936.19661712113,9.02990102416137,3.59214931791344,1.37092995643616,-3.54576339269425
0.3199394214219189,-0.7532305872500206,-0.3178182481145762,8577.84376650911,8.73914352329392,4.13737803865892,1.28637003898621,-3.27591690782192
0.3010457474565678,-0.8238849761144934,-0.437049517091466,8628.25308908043,3.44637335032668,3.33825981739039,1.11749994754791,1.32286905404399
0.3620781805397531,-0.8414771903251506,-0.3820998621898304,8722.33630317935,3.66485028376727,4.07858821454947,1.16769003868103,1.783666761634
0.3577345908230812,-1.361359209574173,-0.488402457446521,8771.44051292177,3.73297621216898,3.692673213156,1.21096003055573,1.22077782360842
0.387715937017207,-1.2706809574208071,-0.346345604112176,8435.01143254978,3.21176803803373,2.59263795310275,1.14525997638702,-3.2767587964736
-0.7783106126686498,0.3961366476071277,1.941025467536379,37906.8601321366,2.71943995691976,9.17102428671511,1.85847997665405,5.1385391803606
-0.7791496951808133,0.2951571016168234,1.9332637441347105,38921.6673033743,2.25839440940855,3.21914767807145,1.97170996665955,2.99925535017809
